,id,title,text,entity,negative,key_entity,our_negative,our_key_entity
6364,11365,145亿待收团贷网被查 中融信托、史玉柱等“踩雷”  ?,145亿待收团贷网被查 中融信托、史玉柱等踩雷 http://t.cn/EJuAnty ?,中融信托;团贷网,1,中融信托;团贷网,1,中融信托
6365,11366,,?如杭州龙炎电子商务有限公司黄定方等人集资诈骗案，该公司法定代表人黄定方曾因组织领导传销被刑事处罚，其在集资过程中招募部分传销前科人员，将拉人头、高额推介费等传销手段移植并融合到非法集资当中，实现了快速扩张,龙炎;龙炎电子商务有限公司;杭州龙炎电子商务有限公司,1,龙炎电子商务有限公司,1,杭州龙炎电子商务有限公司
6368,11369,"网贷逾期60天拟入征信,人人贷、爱钱进、玖富、微贷网等149家平台上报信息"," {IMG:1} 8月27日，上海互金协会发布失信人信息将录入信用系统的征求意见稿，逾期60天以上的借款人就会被录入信用系统，这一招着实有力。 在信用体系不够健全的大环境下，有些借款人趁机肆意妄为，试图逃避债款，让P2P平台逾期率不断上升，引发行业恐慌。 监管重拳之下，多家P2P平台响应政策，积极上报失信人信息，据观察君统计目前已有超过149家平台上报失信人员的信息（后附平台名单）。 {IMG:2} 上海互金协会启动市信用系统 三天前，上海互金协会发布关于《上海市网贷行业失信信息录入规则(试行)》公开征求意见的公告。 协会表示，为规范上海市网贷行业失信信息管理，加强对恶意逃废债等失信行为的约束和打击，推动网贷行业诚信体系建设，协会在有关主管部门指导下起草试行规则。 值得注意的是，被列入失信信息标准的逾期行为中包括：借款人未按合同约定期限偿还本金（或）利息超过90天以上的，借款合同约定分期还款的，借款人首期未按约定期还款，且逾期超过60天以上的就会被列入名单之中。 60天与90天的期限可以说是比较算长的了，如果连这样的期限借款人还是还不上钱，只能说恶意逃避的可能性较大。 此外，协会将于每月15号向市信用中心报送截止至上月月底的失信信息，并信用中心将有关信息纳入主体名下之后，供有关部门开展行政审批、日常监管等工作时参考。 所谓一处失信，处处受限不是说着玩的！ 已上报失信人信息的平台名单 打击恶意逃废债行为义不容辞！ 8月8日，全国互金整治办下发了《关于报送P2P平台借款人逃废债信息的通知》（以下简称通知）。通知指出，近期P2P网贷机构风险频发，部分借款人借机 恶意逃废债，逾期不还款加剧了P2P平台的风险爆发。 同时通知中提到，全国整治办将协调征信管理部门将上述逃废债信息纳入征信系统和信用中国数据库，对相关逃废债行为人形成制约。 前期就是因为征信体系不完善，更别说各个平台之间的借款人信用信息共享，滋生了部分借款人恶意欠款不还的行为。 如今，多家P2P平台积极行动，经观察君统计，截止至8月30号，已有149家P2P平台上报失信人的信息，名单如下： {IMG:3} 点击可看大图 *说明：如有遗漏之处，请提出并在文章后留言。 看着越来越多的平台上报失信人信息，监管也愈加对恶意逃废债行为重视，启动信用系统，相信失信人的日子只会越来越难过！ {IMG:4} 总结 8月以来，条条利好政策出台，层层递进，全方位护盘P2P，行业叫好声不断。 8月4日，互金整治办出台表示，允许合规P2P继续经营，条件成熟可申请备案。 8月8日，全国互金整治办发布上报恶意逃废债信息的公告，全国P2P平台直接将那些失信人送上信息系统?，让失信人一处失信、处处受限。 8月12日：互金整治、网贷整治办再次联合提出十条举措，严厉打击恶意逃避责任的股东，明确股东负连带责任，保护投资人权益！ 8月16日：银保监会约谈四大资产管理公司，要求协助化解行业风险。 8月17日：最高监管层再发全国性备案验收细则，全国108条统一问题清单出台，并要求P2P平台在12月底前完成合规检查！ 百度百科 - P2P网贷 P2P网贷即网络借贷，是指个体和个体之间通过互联网平台实现的直接借贷。它是互联网金融（ITFIN）行业中的子类。网贷平台数量在2012年在国内迅速增长，迄今比较活跃的有350家左右，而总量截止到2015年4月底已有3054家。 2018年6月以来，P2P网贷行业就进入了多事之秋，7月，出问题的P2P平台数量明显增加。 2018年8月8日，全国互金整治办向各省（自治区、直辖市）、深圳市互金整治办下发了《关于报送P2P平台借款人逃废债信息的通知》（下称通知），要求P2P平台尽快报送老赖信息。 简介 互联网金融本质仍属于金融，没有改变金融风险隐蔽性、传染性、广泛性和突发性的特点。加强互联网金融监管，是促进互联网金融健康发展的内在要求。同时，互联网金融是新生事物和新兴业态，要制定适度宽松的监管政策，为互联网金融创新留有余地和空间。通过鼓励创新和加强监管相互支撑，促进互联网金融健康发展，更好地服务实体经济。互联网金融监管应遵循依法监管、适度监管、分类监管、协同监管、创新监管的原则，科学合理界定各业态的业务边界及准入条件，落实监管责任，明确风险底线，保护合法经营，坚决打击违法和违规行为。 网络借贷包括个体网络借贷（即P2P网络借贷）和网络小额贷款。个体网络借贷是指个体和个体之间通过互联网平台实现的直接借贷。在个体网络借贷平台上发生的直接借贷行为属于民间借贷范畴，受合同法、民法通则等法律法规以及最高人民法院相关司法解释规范。网络小额贷款是指互联网企业通过其控制的小额贷款公司，利用互联网向客户提供的小额贷款。网络小额贷款应遵守现有小额贷款公司监管规定，发挥网络贷款优势，努力降低客户融资成本。网络借贷业务由银监会负责监管。 运营模式 P2P模式 网络信贷起源于英国，随后发展到美国、德国和其他国家，其典型的模式为：网络信贷公司提供平台，由借贷双方自由竞价，撮合成交。 在传统P2P模式中，网贷平台仅为借贷双方提供信息流通交互、信息价值认定和其他促成交易完成的服务，不实质参与到借贷利益链条之中，借贷双方直接发生债权债务关系，网贷平台则依靠向借贷双方收取一定的手续费维持运营。在我国，由于公民信用体系尚未规范，传统的P2P模式很难保护投资者利益，一旦发生逾期等情况，投资者血本无归。 因此，P2P网贷在不断的探索实践中，建议信用贷款方面引入亲朋进行联保，其他贷款方面则引入抵押或质押进行反担保。同时，企业贷款项目引进第三方融资担保公司对项目进行审核和本息担保，并要求其担保规模要与担保方的担保额度相匹配，担保方也要加强自身的风控管理。网贷，又称P2P网络借款。P2P是英文peer to peer的缩写，意即个人对个人。 债权转让模式 债权转让模式能够更好地连接借款者的资金需求和投资者的理财需求，主动地批量化开展业务，而不是被动等待各自匹配,从而实现了规模的快速扩展。它与国内互联网发展尚未普及到小微金融的目标客户群体息息相关，几乎所有2012年以来成立的网贷平台都是债权转让模式。 因为信用链条的拉长，以及机构与专业放贷人的高度关联性，债权转让的P2P网贷形式受到较多质疑，并被诸多传统P2P机构认为这并不是P2P，而且出了风险会影响P2P行业。 P2B模式 P2B平台的特点是个人对机构，具体操作模式是由第三方机构去做风控。平台把第三方机构做好风控的项目或标的在平台上和投资者对接，这样就聪明地化解了平台做风控不专业，风控水平较差的难题。 P2B平台合作的机构，通常有较强的实力，较强的风控能力，较高的风控水平，因此总体上而言，P2B业务模式的风险大大低于P2P业务模式，安全性更值得投资者信赖。? P2B平台，根据所合作的机构的不同，又可以细分为以下几种： 第一， 和担保公司合作的平台; 第二， 和小贷公司合作的平台; 第三， 和保理公司、融资租赁公司合作的平台; 第四， 和证券公司、四大资产管理公司、银行等实力较强的持牌正规金融机构合作的平台。 因为通常担保公司风控能力较弱，融资租赁公司、保理公司次之，小贷公司稍强，证券公司、四大资产管理公司、银行等实力较强的持牌正规金融机构风控能力最强，风控水平最高，因此，这几类P2B平台里面，第一种风险较大，第二种、第三种风险次之，第四种和证券公司、四大资产管理公司、银行等实力较强的持牌正规金融机构合作的平台，如无界财富、民生易贷，风险最低，安全性最高，最值得投资者信赖。 {IMG:5} ",微贷网;爱钱进;人人贷;玖富,1,微贷网;爱钱进;人人贷;玖富,1,人人贷;玖富;爱钱进
6371,11372,陆金所、牛板金、图腾贷、道口贷、零钱罐 5家平台逾期事件汇总, {IMG:1} 点击上方 互金侠女，订阅公众号 {IMG:2} 近几日，隔天就有平台发布逾期公告。 投资人慌了，怕本金回不来； 平台慌了，逾期平台怕挤兑，没逾期的怕投资人失去投资信心； 媒体慌了，铺天盖地的报道，仿佛天塌地陷。 说不慌，那是矫情。 当然，侠女也慌，写不过来呀... 今天就将近几日发生的最具有影响力的逾期事件打包谈谈。 1、陆金所代销风波再起，上市公司东方金钰利息逾期。 7月3号晚间，一则陆金所代销的某资管计划，产品已停止付息的消息在圈内迅速传播开来。 据悉，该产品虽未正式到期，但6月份的利息至今仍未支付。 该资管计划是大通证券管理于2016年10月26日设立的同吉3号、8号结合资产管理计划，投资人数107个，规模约1.3亿，其中3号由大同证券自己管理和销售，8号由陆金所代销，托管机构为宁波银行。 该资管计划投向的是东方金钰（600086.SH）和中海信托签订的信托贷款计划，而本次陆金所旗下的逾期为上市公司东方 金钰的贷款项目。 东方金钰因与一家小贷公司合同纠纷，资产被银行冻结，导致现金流紧张，2018年6月20日利息延迟到2018年7月20日之前支付，产品将于11月到期，该产品涉及陆金所陆基金的60位投资人，代销金额共7793万元。 今年1月18日，东方金钰盘中跳水，股票从1月19日停牌至今，公司公告虽有不断推出，但情况视乎并没有好转，风险难估，目前也只有看公司7月20日的行为了。 目前，陆金所已经停止和大同证券新的合作。 回过头来看，陆金所已经踩了好几个代销券商产品的雷，而且设计的金额都不小。侠女还是那句话，对于二道贩子一定要好好审核平台的资产端来源，多问几个为什么。 2、活期大户牛板金逾期1亿，兑付期长达2年。 7月3日晚间，牛板金发布逾期公告，称平台多个项目发生逾期，合计逾期额达9852.2251万，其中以小微企业贷为主的牛钱袋逾期金额为9048.2085万， 同时宣布暂停平台充值、赎回业务及所有产品的投资与兑付，提现功能正常运作。 7月4日 CEO王旭航就在其官方App上发布公开信，并给出了兑付方案：7月3日当天的投资可以原路返回；本周内（7月6日前）兑付1000万，后每周兑付不低于1000万，持续兑付2年；当前的所有投资，统一按投资金额的比例分批兑付。 1亿逾期就这样压垮了390亿规模的牛板金？ 牛板金的问题一直存在，2017年5月，平台更被多家自媒体爆出大量股东关联自融标的，涉及金额高达25亿元，平台一度陷入品牌危机；加上2017年一年期间公司股东不停变换，让人眼花缭乱，股东更替的同时，前任股东的自融窟窿的下任来填，一届绑架一届，借新还旧只可惜坑越挖越大，无以为继时，泥沙俱下，问题集中爆发—boom。 活期产品因资金流向不明，监管黑名单上赫然在列，大家就别在为了那点灵活性和高收益去入坑了。 3、专业供应链平台道口贷逾期，可能旨在打破行业 刚兑。 7月2日，道口贷发布关于童创童欣未能对其承付项目到期还款的公告称，由北京童创童欣网络科技股份有限公司（下称童创童欣）承付的于6月24日到期的项目仍无法还款，且于今日到期的项目亦无法到期还款。 这次逾期是因为基于新三板公司童创童欣（837514）的供应链项目出现了问题。目前逾期90万，最终涉及金额可能达到2240万元。 童创童欣的问题其实早有显现，2017年年报至今没发，直接面临被新三板强制摘牌的风险；近期董事长和董秘双双辞职。 诚然 童创童欣本身是有问题，但道口贷本次发布的公告也是疑点重重，暗藏玄机。 其一，平台发布公告的当天，大多逾期项目就是当天7月2日，只有一个项目逾期项目是6月24日，平台直接就直接为投资人提供全套仲裁服务，显得有些过于心急，其潜台词就是不会垫付逾期，需要投资人自己去要回。 其二，此前道口贷一直以零逾期标榜自己，但截止2日平台逾期金额为90万，其实平台可以进行兜底来保持自己高大上的形象，可道口贷偏偏将逾期消息直接放出，还披露仍有2000多万资金处在风险中。 是道口贷对 童创童欣本身已经丧失信心，还是另有他意。 从为投资人提供全套仲裁服务到披露所有逾期信息，无不释放着一个信息，那就是去刚兑。 作为 清华大学五道口金融学院互联网金融实验室研究成果创办的道口贷，在行业内是以半官方的示范作用存在，这次的道口贷逾期事件释放的信息可能成为网贷行业打破刚兑的里程碑。 4、车贷平台图腾贷逾期，平台垫资1.5亿。 6月26日下午，图腾贷发布了关于部分出借展期的公告，公告一出行业内一片哗然，图腾贷老总罗润超更是在花椒直播，称为直面问题。 该事件也持续发酵，6月27日平台债转区的标的多达上万条，投资人割肉让利，债转利率一路飙升到14%-15%，但收效甚微，高收益也未诱惑出接盘侠。 图腾贷展期时间到今日已经有8天了，平台的应对有：展期公告（一）、债转规则调整（一、二、三）、400电话异常、逾期情况说明、展期公告（二）、打击套利的公告、江西银行系统维护公告（恢复时间未定）。 其实从这些公告中可以看到平台的诚意，平台也在尽力稳定投资人的心态，加之陆续有投资人收到回款，恐慌情绪在持续缓和，希望平台能挺下来吧。 之前侠女有专门写过关于 图腾贷的测评，今天再次总结平台逾期的原因： 一是，平台前期扩张迅猛，平台风控主要靠贷后催收，而今年 在监管政策大背景下， 全国开展扫黑除恶，彻底掣肘了平台的贷后催收，资产端回款收到影响； 二是， 平台首先开启以租代购新业务， 但要走出适合中国国情的路，注定是迂回前进，试错成本必定存在 ； 三是，平台一度疯狂降息，失去了平台本身的特色，投资人大量流失， 资金端萎缩。 5、中方系平台 零钱罐逾期未有正式公告说明，解决方案迟迟未出。 6月24日，零钱罐提现迟迟不到账，投友提出质疑。随后，有投资人赶赴平台公司实地考察后反馈：平台尚在运营，并未跑路。7月2日下午两点，零钱罐执行董事陈勇在YY直播答投友疑问，给出三种预想的解决方案：一是盘活，二是清盘，三是债转股。 事实上，陈勇给的三个预想方案可行度都较低，投资人对这三种方案的接受程度也都不高，首先盘活需要大量资金注入，难度太大；清盘投资人只能拿到本金10%-20%，投资人肯定不愿意；债转股的预想更是看不出平台的实际诚意。 然，直至今日平台官网仍未发布正式公告?，也未给出官方答复。 零钱罐这次逾期的原因很可能是平台的 活期产品遭遇挤兑。 首先，6月下旬网贷行业爆雷不断，其中包括了零钱罐的兄弟平台（中方系）： I财富、五星财富，平台舆论压力较大； 其次，活期理财产品是监管的通缉对象，活期理财遭遇信任危机，投资人撤资，平台资金外流量大，借新换旧利益链断裂，问题爆发。 P2P行业核心分为三方面：资金端（投资人）、平台、资产端（借款方），这三要素之间形成互相牵制的平衡关系，哪一方出问题，平衡都会被打破，随之而来的就是可大可小的问题。 关系维护不易啊！！！ ps： 身价大部分都在平台上，侠女跟你们一样紧张啦! 网贷路上，有侠女一路同行，不怕 {IMG:3} {IMG:4} 一个专注投资的江湖女子 {IMG:5} 互金侠女 微信公众号 :hujinxianv 微信号：wdnvxia 如果喜欢，不妨点个赞,图腾贷;陆金所;牛板金;零钱罐;道口贷,1,图腾贷;陆金所;牛板金;零钱罐;道口贷,1,图腾贷;零钱罐;牛板金;道口贷
6373,11374,,2018年5月、6月，爱尚养猪、海创联盟平台相继跑路，被其蛊惑参与其中的家长和朋友遭到重大的金钱损失,爱尚养猪;海创联盟;长和,1,爱尚养猪;海创联盟,1,海创联盟;爱尚养猪;长和
6374,11375,,比如曾经上榜的红芯浏览器联合创始人高婧，就因为学历造假事件遭遇群嘲；比如上榜精英刘坤杰的贝米钱包就因为涉嫌非法吸收公众存款，于2018年7月13日被立案侦查；还有的很多上榜精英旗下的公司在工商上有重大不良失信记录,贝米钱包;钱包;合创,1,贝米钱包,1,贝米钱包;合创
6375,11376,????投资者股票配资交易失败配资平台会跑路吗 @米牛在线股票PZ  VX: mnpz666   QQ:1953826747 #股票##股票配资##线上配资##上证快讯##新浪理财师##微博股票# 注册联系：  股票配资公司只是一个为广大缺乏资金的投资者提供的一个服务平台，从根本和本质上来说，他只是一个服务大众的东 ?????,????投资者股票配资交易失败配资平台会跑路吗 @米牛在线股票PZ  VX: mnpz666   QQ:1953826747 #股票##股票配资##线上配资##上证快讯##新浪理财师##微博股票# 注册联系： http://t.cn/Ai9NY0Vn 股票配资公司只是一个为广大缺乏资金的投资者提供的一个服务平台，从根本和本质上来说，他只是一个服务大众的东 ?????,股票配资公司;米牛;理财师,1,股票配资公司,1,股票配资公司;米牛;理财师
6377,11378,,如果涉及非法集资，小小金融建议尽快报警处理，警察立案后追查回来后，减少损失，如果是正规理财，且理财合同并不违法，投资者的钱款属于合法范围无法追回,小金融;艺点金融;小小金融;小金,1,艺点金融,1,艺点金融;小小金融
6391,11392,, @华中师范大学#揭露健康猫非法集资[超话]##我爱你中国#,健康猫;我爱,1,健康猫,1,健康猫;我爱
6393,11394,,善林金融非法吸资600亿8人被捕有投资者仍抱希望2018-04-2522:18来源:新财富网原标题：善林金融非法吸资600亿8人被捕有投资者仍抱希望4月24日晚间，上海市公安局官方微博警民直通车-上海发布《涉嫌非法吸收公众存款善林金融法定代表人周伯云等8人今被批捕》,新财富;善林金融,1,善林金融,1,善林金融;新财富
6398,11399,????天下为公 云联大爱为人民， 惠国惠民惠天下。 本意消费乐返回， 何来传销蒙受冤？ 消费会员皆受罪， 遥指违法鉴定所， 鑫证造就奇冤案， 不明公安乱执法。 埋没良心公检法， 不以事实来依据。 响应双创创新来， 商业模式颠传统。 误解快来了解下， 纳税守信好企业。 官媒推荐方知好， 分享经济云联惠。 ?????,????天下为公 云联大爱为人民， 惠国惠民惠天下。 本意消费乐返回， 何来传销蒙受冤？ 消费会员皆受罪， 遥指违法鉴定所， 鑫证造就奇冤案， 不明公安乱执法。 埋没良心公检法， 不以事实来依据。 响应双创创新来， 商业模式颠传统。 误解快来了解下， 纳税守信好企业。 官媒推荐方知好， 分享经济云联惠。 ?????,惠天下;鑫证;云联惠,1,鑫证,1,鑫证;惠天下;云联惠
6399,11400,,现在58车贷是恶性清盘，高管集体失联，并且有抽逃资金的嫌疑，长沙市金融办却以毫不知情为由玩忽职守，那么请问是谁给58车贷颁发的湖南十佳科技金融企业的殊荣呢,科技金融;58车贷,1,58车贷,1,58车贷;科技金融
6401,11402,????#恒昌受害者# ?? 这个公司，举报投诉走一遍，有没有恒昌的受害人？#p2p##暴力催收##网贷##套路贷##屁吐屁##保监会##软暴力##高利贷##人人贷旗下友信普惠套路贷高利贷砍头息##捷信分期涉高利贷欺诈##联名起诉捷信高利贷##友信高利贷##砍头息##玖富万卡砍头息##要回砍头息##马上消费金融# ?????,????#恒昌受害者# ?? 这个公司，举报投诉走一遍，有没有恒昌的受害人？#p2p##暴力催收##网贷##套路贷##屁吐屁##保监会##软暴力##高利贷##人人贷旗下友信普惠套路贷高利贷砍头息##捷信分期涉高利贷欺诈##联名起诉捷信高利贷##友信高利贷##砍头息##玖富万卡砍头息##要回砍头息##马上消费金融# ?????,马上消费金融;人人贷;恒昌;捷信;友信普惠;恒易融;玖富万卡,1,恒昌;人人贷;捷信;友信普惠;玖富万卡,1,友信普惠;人人贷;玖富万卡;恒易融;捷信;恒昌
6408,11409,陆金所代销产品逾期最新:东方金钰账户已解冻, {IMG:1} 互联网金融安全管家预警 | 返利 | 评测 | 技巧 | 热点 {IMG:2} 浙江保监局连开两罚单， 剑指互联网保险平台推广费 7月4日，浙江保监局网站上公布了两张罚单，都与互联网保险有关。 其中，浙保监罚〔2018〕21号行政处罚决定书显示，杭州微易保险经纪及负责人王玮华存在虚构部分技术服务费来支付推广费的违法行为。 对此，一位保险业内人士7月5日表示，这个处罚的根源在于推广费，其推广费以保费为基准比例计算，类似于佣金，但照规定，只有拥有专业中介资质的机构才能给提供保险中介服务的从业人员发佣金，不具备相应资质的则涉嫌违规。 一位接近监管人士表示，该处罚具有代表性，涉嫌科技公司非法经营保险业务，虽然罚的是经纪公司，但是经纪公司在付了信息费后，科技公司怎么使用这些信息费则和经纪公司无关。 查询工商信息显示，微易科技持有杭州长保投资的全部股权，长保投资又持有微易保险经纪的全部股权，也即，微易保险经纪是微易科技的全资孙公司。 浙江保监局的行政处罚决定书显示，微易科技和其孙公司微易保险经纪的合作模式如下：微易保险经纪通过保险师APP推广保险产品，向微易科技支付技术服务费。微易科技通过人力资源服务外包公司，向相应的用户支付约定的推广费。 保监局称，从2016年6月到2017年12月，微易保险经纪按照保险师获取保费的27%比例结算费用，并向微易科技支付费用，共涉及保费6.83亿元，费用结算金额为1.84亿元，实际付款1.63亿元。 【21世纪经济报道 】 ? 贷款资金被挪用于购房，浙江3家金融机构被罚 日前，浙江省银监局最新公布的罚单显示，6张中的3张，主要案由都包括贷款资金被挪用于购房，此外还有一张罚单案由为房地产贷款审批不审慎。 案由涉及房产的上述四家被罚机构分别为工行浙江分行、平安银行杭州分行、杭州联合农村商业银行、万向信托。 除了资金被挪用于购房之外，还有的个人消费贷款资金被挪用于购买股票；个人经营性贷款资金被挪用于购买股票等。? 记者注意到，今年初，中国银监会召开2018年全国银行业监督管理工作会议强调，要按照党的十九大和中央经济工作会议部署，打好防范化解金融风险攻坚战，使宏观杠杆率得到有效控制，金融结构适应性提高，金融服务实体经济能力明显增强，硬性约束制度建设全面加强，系统性风险得到有效防控。 【每日经济新闻】 ? 江苏互金平台将接受线上巡查监管，重点都在这 为进一步开展互联网金融行业专项整治，督促整改落实不完全、不彻底、不充分的平台加快整改，江苏省互联网金融协会7月4日发布《江苏省互联网金融平台线上巡查管理暂行办法（征求意见稿）》，这意味着江苏互联网金融平台将接受线上巡查监管。 线上巡查管理制度适用于在江苏省辖区内注册运营，并从事网络借贷、互联网资管等业务的互联网金融平台。线上巡查主要对互联网金融平台标的、舆情、信披、其他重大异常事项等进行监测。此外，重点巡查是否存在违反双降政策、是否上线银行资金存管、是否存在线下门店宣传、超级借款人、异常加息高返运营、高管频繁变动、股权频繁变更等异常信息。 【中国江苏网】 ? 陆金所代销产品逾期最新：东方金钰账户已解冻 7月6日，东方金钰(600086.SH)连续发布两个公告，对此前陆金所代销的同吉8号集合资产管理计划产品停止付息一事做出说明。 公告称目前银行账户已解冻，正积极筹措资金尽快付息。 《关于媒体报道相关事项的说明公告》中称，东方金钰之前受相关银行账户、持有的子公司股权及控股股东所持公司股份被冻结影响，引起相关金融机构对公司收贷，并导致出现对同吉8号集合资产管理计划2018年二季度利息兑付逾期情形。 截至目前，东方金钰及子公司被冻结银行账户已解除冻结，东方金钰已在积极筹措资金尽快付息，应在上述产品合约到期时按合同约定偿还本金。 《关于公司银行账户解除冻结的公告》中提到，因东方金钰子公司深圳东方金钰网络金融服务有限公司、云南兴龙实业有限公司等主体与中瑞泰信叁号投资合伙企业的合同发生违约并产生相应仲裁，仲裁程序中的财产保全一案中，东方金钰及子公司部分账户、部分子公司股权及兴龙实业所持公司股权被司法冻结。【蓝鲸财经】 ? 转给蒙在鼓里的投友！ 热门文章 01：危急：今天请我们一起为网贷护盘！请转发！ 02：唐小僧暴雷后，受害的投资人下一步到底怎么办？03： 花果金融逾期事件愈演愈烈，会在此次暴雷潮中崩盘吗？04： 清盘是良心还是套路？面对清盘投资人又该如何应对？05： 【深度】从唐小僧的暴雷中，我们学到了....06： 为网贷护盘之这70家网贷平台能不能投你说的算！07：【独家】教你如何讨回投资在跑路平台的血汗钱！ ▼ {IMG:3} 互联网金融安全管家预警 | 返利 | 评测 | 技巧 | 热点 {IMG:4} 更多资讯，猛戳阅读原文↓↓↓? ?,陆金所;中睿泰信;兴龙实业;东方金钰;大同证券;中海信托,1,陆金所;中睿泰信;兴龙实业;东方金钰;大同证券;中海信托,1,大同证券;兴龙实业;中海信托;中睿泰信
6416,11417,郑州肉类商品交易所亏损惨重！云峰财富做黑玫香猪肉被骗！," 　　郑州肉类商品交易所亏损惨重！云峰财富做黑玫香猪肉被骗！ ? 　　郑州肉类商品交易所正规吗？郑州肉类商品交易所老师带单阿胶片、黑玫香猪肉亏损正常？郑州肉类商品交易所如何挽回被骗资金？郑州肉类商品交易所出不了金怎么办？近年来，有很多类似郑州肉类商品交易所的平台打着现货交易的幌子违规操作期货；入金也不经第三方监管而是直接进入该平台，缺失监管投资者资金安全无法保障；还有老师带单，恶意喊反单造成投资者大额亏损以达到其融资目的。往往有大量受害者以为自己只是正常亏损了，没有意识到这就是一个彻头彻尾的骗局。今天将郑州肉类商品交易所的骗局彻底揭露出来，提醒广大投资者，若您还未亏损，请尽快出金；若是已经亏损，抓紧时间来维权。切莫因小亏损或小盈利，还想赚回来或赚更多在出金，有这种想法的往往亏得更多，切记！！！ ? 　　-----------优财维权法援团队【V/信：ycwq110?Tel:17138894770】 ? 　　曝光平台:郑州肉类商品交易所 ? 　　带单老师：博华 ? 　　直播间：云峰财富 ? 　　带单品种：阿胶片、黑玫香猪肉 ? 　　今年3月开始，胡女士多次接到一个自称是博华的电话，诱.骗.胡女士在其公司做大宗商品交易的投资。博华声称他们的郑州肉类商品交易所是国家承认的正规平台，可以炒黑玫香猪肉,阿胶片等现货，并称开设视频专家讲课喊单，喊的单用户照做就行，做涨做跌都赚钱，但是用户必须要一次入金40万以激活账户，才有一对一的专业分析师带着做单。 ? 　　胡女士听了这些后，虽然觉得诱惑很大，但仍然心存疑虑。之后博华便截图给胡女士看其他客户赚的钱，多次强调保证资金翻倍百分百赚回来，还邀请胡女士观看所谓专业分析师的讲课直播—云峰财富)。经过博华的几轮诱导，胡女士通过银行给博华所提供的公司账户转入了38万元。看到资金到账，博华便将一个分析师介绍给了胡女士，由他带着做单。前后买入加仓共8手阿胶片，买入做多没过多久就开始亏损，胡女士问他要止损么他说不用，大方向看多，几十点的下跌没事的要让胡女士做个长线，结果从买入成本3021.75一路下跌到7800点，吃了220个点的下跌。亏损700000元左右。 ? 　　博华让胡女士止损，做多黑玫香猪肉，胡女士没做，胡女士看着他喊完单猪肉没有涨反跌，就觉得不对劲，这老师怎么老喊反单。胡女士就有点怀疑有问题，上网查了一下这个交易行情，结果网上弹出好多投资者在平台受.骗.的资料，胡女士马上于4月25日下午7点开市把手上的单子全部平仓。于第二天转出账号剩余资金，加手续费亏损700000余元.后边看了优财维权的文章，发现其中的受害者经历跟胡女士的一模一样，就找到了优财维权。最后不负所托，帮胡女士追回了全部亏损！ ? 　　意识到被骗以后,投资者应该怎么办(维权重点) ? 　　1.稳住带单诈骗团伙和平台,并以资金挪用的理由申请出金。同时寻求合法正规高效的维权公司 ? 　　2.在相关专业维权专员帮助下收集诈.骗团伙行骗证据(出入金流.水、平台操作流.水、平台喊单记录等等) ? 　　3.第一时间与平台沟通，了解平台态度,是正在解决问题,还是刻意回避,或是已经开始转移资金 ? 　　4.合法起.诉平台,同时申请做财产保全。(不到万不得已一般都会走民事调解程序成功追回资金) ? 　　友情提示广大难友切莫犹豫纠结，您今天的迟疑也许等来的就是明天的平台跑路和血本无归甚至倾家荡产！！！优财维权愿意拿起法律的武器来捍卫您的切身利益，承诺维权不成功不收取任何费用! ? 　　-----------优财维权法援团队【V/信：ycwq110?Tel:17138894770】 ",云峰财富;郑州肉类商品交易所,1,云峰财富,1,郑州肉类商品交易所;云峰财富
6417,11418,//@Kathy丹华：请关注团贷网事件，头部平台，315诚信企业，突然被立案，立案前回款正常，线上待收145亿，事涉20多万家庭，东莞警方关闭原还款通道，人为阻断出借人和借款人的点对点联系。还有为什么这么大的事件，媒体禁声。,//@Kathy丹华：请关注团贷网事件，头部平台，315诚信企业，突然被立案，立案前回款正常，线上待收145亿，事涉20多万家庭，东莞警方关闭原还款通道，人为阻断出借人和借款人的点对点联系。还有为什么这么大的事件，媒体禁声。,团贷网;点对点,1,团贷网,1,点对点
6421,11422,在这场诈骗局中，所有的人都赚的钵满盆满大狂欢，最后甩锅给借款人，在当今法治诚信社会是不该发生的。处理好团贷网对于中国建设诚信法制社会具有里程碑意义。借款人在厦门银行托管的账户显示团贷网用户是出借人，法律上来讲是合法的。团贷不是普通平台，权威站台的太多，具体大家都可以搜一搜。,在这场诈骗局中，所有的人都赚的钵满盆满大狂欢，最后甩锅给借款人，在当今法治诚信社会是不该发生的。处理好团贷网对于中国建设诚信法制社会具有里程碑意义。借款人在厦门银行托管的账户显示团贷网用户是出借人，法律上来讲是合法的。团贷不是普通平台，权威站台的太多，具体大家都可以搜一搜。,厦门银行;团贷网,1,厦门银行;团贷网,1,厦门银行
6424,11425,????//@等待钱保姆快还钱:《有没有部门敢查修正集团和钱保姆被捕实控人夏东明相关p2p暴雷真相？》 #为钱保姆平台提供办案线索# #修正药业诈骗# @中国警方在线 @滨江检察 @人民日报 @中国之声 @央视新闻 @人民网 @杭州检察 @浙江检察   ???,????//@等待钱保姆快还钱:《有没有部门敢查修正集团和钱保姆被捕实控人夏东明相关p2p暴雷真相？》 #为钱保姆平台提供办案线索# #修正药业诈骗# @中国警方在线 @滨江检察 @人民日报 @中国之声 @央视新闻 @人民网 @杭州检察 @浙江检察   ???,快还;钱保姆;修正集团,1,钱保姆;修正集团,1,快还;修正集团;钱保姆
